Place Name,Safety Rating (5.0),Lighting,Lighting Score,Police Presence,Emergency Services (m),Crime Beat ID,Crowd Density,Overall Status
Sholinganallur Zone-91,3.6,Poor,84%,Yes,811m,CHN2803,Low,Moderate
Royapettah Zone-59,4.9,Poor,100%,Yes,879m,CHN2804,Low,Safe
Velachery Zone-79,4.1,Good,80%,Yes,1766m,CHN2805,High,Moderate
T Nagar Zone-84,4.2,Moderate,62%,No,1290m,CHN2806,High,Safe
Porur Zone-89,3.3,Good,74%,No,1174m,CHN2807,Medium,Moderate
Tambaram Zone-80,3.4,Moderate,72%,No,330m,CHN2808,Medium,Moderate
Royapuram Zone-21,4.7,Good,89%,Yes,1524m,CHN2809,Low,Safe
Anna Nagar Zone-65,2.6,Poor,87%,No,1096m,CHN2810,High,Unsafe
Alwarpet Zone-47,4.2,Good,74%,Yes,1808m,CHN2811,Low,Safe
Thirumullaivoyal Zone-85,4.9,Moderate,88%,No,895m,CHN2812,High,Safe
Vepery Zone-92,3.7,Moderate,61%,Yes,1756m,CHN2813,Low,Moderate
Porur Zone-57,3.1,Good,62%,No,654m,CHN2814,High,Unsafe
Ashok Nagar Zone-80,2.9,Moderate,65%,Yes,1005m,CHN2815,Low,Unsafe
Villivakkam Zone-58,4.7,Moderate,71%,No,1832m,CHN2816,High,Safe
Tambaram Zone-5,4.0,Moderate,99%,No,469m,CHN2817,Low,Moderate
Alwarpet Zone-49,4.6,Good,85%,Yes,1912m,CHN2818,High,Safe
Vadapalani Zone-34,3.8,Moderate,78%,No,1005m,CHN2819,High,Moderate
Nungambakkam Zone-94,2.7,Moderate,87%,Yes,466m,CHN2820,Medium,Unsafe
Vadapalani Zone-63,3.9,Poor,65%,No,1812m,CHN2821,Medium,Moderate
Velachery East Zone-80,3.0,Moderate,98%,No,1216m,CHN2822,High,Unsafe
Nungambakkam Zone-97,4.8,Moderate,65%,No,1740m,CHN2823,High,Safe
Villivakkam Zone-95,5.0,Moderate,68%,No,683m,CHN2824,Medium,Safe
Thiruvottriyur Zone-77,5.0,Moderate,94%,Yes,899m,CHN2825,Medium,Safe
T Nagar Zone-36,2.7,Good,75%,Yes,1913m,CHN2826,Medium,Unsafe
Nungambakkam Zone-19,3.4,Moderate,88%,Yes,1107m,CHN2827,High,Moderate
George Town Zone-12,4.8,Moderate,71%,Yes,751m,CHN2828,High,Safe
Anna Nagar Zone-9,4.9,Poor,86%,Yes,1502m,CHN2829,High,Safe
Thoraipakkam Zone-14,4.7,Moderate,90%,Yes,1944m,CHN2830,Low,Safe
T Nagar Zone-54,2.6,Moderate,91%,No,1223m,CHN2831,Low,Unsafe
Kotturpuram Zone-10,3.2,Moderate,61%,No,1482m,CHN2832,Low,Moderate
Royapuram Zone-76,4.3,Good,95%,No,1261m,CHN2833,Low,Safe
Kottivakkam Zone-28,4.4,Good,97%,Yes,1879m,CHN2834,High,Safe
Vepery Zone-82,3.3,Moderate,65%,No,1507m,CHN2835,Low,Moderate
Thirumullaivoyal Zone-11,3.1,Good,60%,Yes,1978m,CHN2836,Medium,Unsafe
Poonamallee Zone-94,4.4,Moderate,91%,No,546m,CHN2837,Low,Safe
Anna Nagar Zone-30,3.7,Moderate,66%,Yes,1331m,CHN2838,Medium,Moderate
Medavakkam Zone-56,4.5,Good,90%,Yes,1832m,CHN2839,Medium,Safe
Parrys Zone-49,2.7,Moderate,89%,No,1785m,CHN2840,High,Unsafe
Velachery Zone-66,4.9,Moderate,90%,Yes,1165m,CHN2841,Medium,Safe
Ayanavaram Zone-40,3.5,Poor,84%,Yes,295m,CHN2842,Medium,Moderate
Guindy Zone-47,3.7,Moderate,89%,Yes,1384m,CHN2843,Low,Moderate
Velachery West Zone-75,4.4,Poor,78%,Yes,488m,CHN2844,Medium,Safe
Kotturpuram Zone-2,3.2,Poor,62%,Yes,519m,CHN2845,High,Moderate
Velachery West Zone-97,4.7,Moderate,78%,No,1749m,CHN2846,Medium,Safe
Velachery Zone-51,2.6,Poor,84%,No,1761m,CHN2847,Medium,Unsafe
Kodambakkam Zone-7,4.1,Good,60%,Yes,1079m,CHN2848,High,Moderate
Pallavaram Zone-77,4.9,Moderate,60%,Yes,1654m,CHN2849,Medium,Safe
Chromepet Zone-44,2.6,Poor,93%,Yes,1704m,CHN2850,Medium,Unsafe
Guindy Zone-82,5.0,Moderate,100%,Yes,1079m,CHN2851,High,Safe
Kotturpuram Zone-32,3.4,Moderate,69%,Yes,402m,CHN2852,Medium,Moderate
Ashok Nagar Zone-64,2.6,Poor,70%,Yes,989m,CHN2853,Medium,Unsafe
Washermanpet Zone-61,3.7,Moderate,73%,No,1699m,CHN2854,Medium,Moderate
Washermanpet Zone-55,4.9,Good,91%,No,251m,CHN2855,Low,Safe
Maduravoyal Zone-76,4.7,Moderate,66%,Yes,1921m,CHN2856,Medium,Safe
Perungudi Zone-6,4.6,Poor,86%,Yes,1815m,CHN2857,High,Safe
Thirumullaivoyal Zone-50,2.6,Good,78%,No,1813m,CHN2858,Medium,Unsafe
Thoraipakkam Zone-17,4.0,Moderate,85%,Yes,1329m,CHN2859,Medium,Moderate
Medavakkam Zone-43,2.9,Poor,66%,No,1593m,CHN2860,Low,Unsafe
Tambaram Zone-10,3.9,Good,84%,No,1316m,CHN2861,Low,Moderate
Vepery Zone-47,4.1,Moderate,73%,Yes,223m,CHN2862,Low,Moderate
Sholinganallur Zone-24,3.6,Moderate,68%,No,1808m,CHN2863,High,Moderate
T Nagar Zone-52,3.5,Poor,77%,No,740m,CHN2864,Low,Moderate
Kodambakkam Zone-71,3.5,Poor,72%,No,828m,CHN2865,Low,Moderate
Velachery East Zone-1,4.9,Poor,66%,No,1992m,CHN2866,Medium,Safe
Kodambakkam Zone-15,4.9,Poor,93%,Yes,487m,CHN2867,Low,Safe
Porur Zone-91,3.7,Poor,97%,No,800m,CHN2868,High,Moderate
Pallavaram Zone-39,4.8,Good,87%,No,1446m,CHN2869,High,Safe
Washermanpet Zone-3,3.5,Moderate,60%,Yes,1264m,CHN2870,High,Moderate
George Town Zone-34,4.6,Good,90%,Yes,705m,CHN2871,Low,Safe
Anna Nagar Zone-19,3.6,Moderate,64%,Yes,1770m,CHN2872,Low,Moderate
Kotturpuram Zone-100,4.7,Good,76%,Yes,1761m,CHN2873,High,Safe
Pallavaram Zone-50,4.8,Good,100%,No,225m,CHN2874,Medium,Safe
Tambaram Zone-80,3.6,Good,69%,No,1943m,CHN2875,Low,Moderate
Ayanavaram Zone-24,4.2,Good,91%,Yes,1226m,CHN2876,Low,Safe
Thiruvottriyur Zone-71,4.6,Moderate,96%,No,1587m,CHN2877,Low,Safe
Teynampet Zone-48,3.7,Good,86%,No,1918m,CHN2878,Low,Moderate
Aminjikarai Zone-3,4.0,Good,79%,Yes,788m,CHN2879,High,Moderate
Velachery East Zone-34,4.2,Moderate,78%,No,255m,CHN2880,Medium,Safe
Guindy Zone-34,4.1,Moderate,88%,No,982m,CHN2881,High,Moderate
Medavakkam Zone-64,3.7,Poor,71%,Yes,388m,CHN2882,Low,Moderate
Mylapore Zone-68,3.4,Moderate,91%,Yes,1865m,CHN2883,Low,Moderate
Teynampet Zone-56,3.0,Poor,96%,Yes,997m,CHN2884,High,Unsafe
Vepery Zone-98,4.3,Good,75%,No,457m,CHN2885,Medium,Safe
Manapakkam Zone-81,3.3,Moderate,80%,Yes,613m,CHN2886,Low,Moderate
Porur Zone-24,3.1,Moderate,70%,No,1051m,CHN2887,Medium,Unsafe
Pallikaranai Zone-89,3.1,Poor,65%,Yes,643m,CHN2888,High,Unsafe
Guindy Zone-93,4.5,Moderate,71%,No,869m,CHN2889,High,Safe
Velachery Zone-97,3.3,Poor,90%,Yes,673m,CHN2890,Medium,Moderate
Vandalur Zone-51,2.9,Moderate,90%,Yes,462m,CHN2891,Low,Unsafe
Vandalur Zone-26,2.8,Good,64%,Yes,799m,CHN2892,High,Unsafe
Tambaram Zone-78,4.5,Moderate,65%,No,1770m,CHN2893,Low,Safe
Maduravoyal Zone-48,4.0,Good,87%,No,353m,CHN2894,Medium,Moderate
Velachery Zone-7,5.0,Good,80%,No,1515m,CHN2895,Medium,Safe
Poonamallee Zone-60,3.1,Good,95%,Yes,1705m,CHN2896,High,Unsafe
Adyar Zone-74,3.7,Moderate,67%,Yes,1527m,CHN2897,Low,Moderate
Ayanavaram Zone-15,4.9,Moderate,82%,No,772m,CHN2898,Low,Safe
Royapuram Zone-55,4.4,Moderate,85%,Yes,571m,CHN2899,High,Safe
Maduravoyal Zone-87,4.2,Poor,87%,Yes,1746m,CHN2900,Medium,Safe
Washermanpet Zone-51,4.3,Moderate,94%,No,1006m,CHN2901,Low,Safe
Maduravoyal Zone-51,2.8,Moderate,90%,No,258m,CHN2902,High,Unsafe
Anna Nagar Zone-2,4.8,Poor,92%,No,761m,CHN2903,Low,Safe
Vandalur Zone-3,4.3,Good,80%,No,1815m,CHN2904,High,Safe
Vepery Zone-48,4.5,Moderate,76%,Yes,777m,CHN2905,High,Safe
Poonamallee Zone-10,3.2,Moderate,72%,Yes,1392m,CHN2906,Medium,Moderate
Parrys Zone-33,2.6,Moderate,78%,No,1187m,CHN2907,Low,Unsafe
Kilpauk Zone-2,3.2,Moderate,69%,No,695m,CHN2908,Low,Moderate
Ashok Nagar Zone-81,4.4,Moderate,90%,Yes,1817m,CHN2909,Medium,Safe
Kodambakkam Zone-44,4.6,Moderate,77%,No,1408m,CHN2910,Medium,Safe
Perambur Zone-88,4.5,Good,85%,No,1726m,CHN2911,Low,Safe
Manapakkam Zone-13,3.8,Poor,65%,No,1088m,CHN2912,Medium,Moderate
Ayanavaram Zone-78,2.9,Poor,87%,Yes,1797m,CHN2913,High,Unsafe
Anna Nagar Zone-9,3.4,Moderate,99%,Yes,1305m,CHN2914,Low,Moderate
Adyar Zone-60,3.5,Good,84%,No,504m,CHN2915,Low,Moderate
Poonamallee Zone-76,2.8,Poor,65%,Yes,778m,CHN2916,Medium,Unsafe
Medavakkam Zone-26,4.5,Good,77%,Yes,1454m,CHN2917,High,Safe
Vandalur Zone-30,4.0,Moderate,69%,Yes,1852m,CHN2918,High,Moderate
Avadi Zone-71,3.0,Good,70%,Yes,377m,CHN2919,High,Unsafe
Guindy Zone-83,3.5,Moderate,67%,Yes,1078m,CHN2920,Low,Moderate
Sholinganallur Zone-20,3.0,Moderate,97%,No,1606m,CHN2921,Medium,Unsafe
Manapakkam Zone-43,3.1,Moderate,72%,Yes,1443m,CHN2922,High,Unsafe
Saidapet Zone-29,4.6,Poor,67%,No,1697m,CHN2923,Low,Safe
Sholinganallur Zone-30,2.8,Moderate,89%,Yes,1310m,CHN2924,High,Unsafe
Kotturpuram Zone-44,4.0,Good,81%,Yes,261m,CHN2925,Low,Moderate
Vepery Zone-90,4.5,Poor,100%,No,943m,CHN2926,Medium,Safe
Villivakkam Zone-47,5.0,Poor,80%,No,1415m,CHN2927,Medium,Safe
Teynampet Zone-90,4.9,Moderate,73%,Yes,1414m,CHN2928,Medium,Safe
Velachery Zone-22,4.1,Moderate,83%,Yes,1411m,CHN2929,Medium,Moderate
T Nagar Zone-24,4.6,Moderate,97%,No,1381m,CHN2930,Low,Safe
George Town Zone-5,3.3,Moderate,94%,Yes,911m,CHN2931,High,Moderate
Egmore Zone-71,4.8,Good,96%,Yes,944m,CHN2932,Medium,Safe
Thirumullaivoyal Zone-30,2.7,Good,90%,No,1689m,CHN2933,Low,Unsafe
Perungudi Zone-65,3.6,Moderate,92%,No,1432m,CHN2934,Low,Moderate
Poonamallee Zone-97,3.3,Moderate,78%,Yes,1065m,CHN2935,Low,Moderate
Mylapore Zone-32,4.2,Good,97%,Yes,715m,CHN2936,High,Safe
Chromepet Zone-35,4.3,Moderate,97%,No,282m,CHN2937,Low,Safe
Poonamallee Zone-54,4.2,Poor,69%,No,329m,CHN2938,High,Safe
Royapuram Zone-3,3.6,Poor,87%,Yes,405m,CHN2939,Low,Moderate
Guindy Zone-18,4.5,Good,80%,Yes,811m,CHN2940,High,Safe
Kodambakkam Zone-54,3.6,Poor,71%,Yes,828m,CHN2941,High,Moderate
Thoraipakkam Zone-96,2.7,Poor,76%,Yes,1771m,CHN2942,Medium,Unsafe
Ashok Nagar Zone-22,4.0,Good,85%,Yes,1450m,CHN2943,Medium,Moderate
Thiruvottriyur Zone-97,3.2,Good,62%,No,1955m,CHN2944,Medium,Moderate
Ambattur Zone-99,3.8,Moderate,65%,No,907m,CHN2945,High,Moderate
Villivakkam Zone-90,4.6,Poor,97%,No,1227m,CHN2946,Medium,Safe
Guindy Zone-84,2.5,Moderate,95%,No,901m,CHN2947,Low,Unsafe
Ayanavaram Zone-53,4.9,Moderate,84%,No,1875m,CHN2948,Low,Safe
Egmore Zone-99,3.4,Moderate,84%,Yes,1382m,CHN2949,Low,Moderate
Perambur Zone-63,3.7,Poor,87%,No,528m,CHN2950,High,Moderate
Saidapet Zone-11,4.4,Poor,87%,Yes,444m,CHN2951,Low,Safe
Velachery East Zone-55,3.1,Good,67%,Yes,1754m,CHN2952,High,Unsafe
Kilpauk Zone-56,4.7,Moderate,98%,No,282m,CHN2953,High,Safe
Teynampet Zone-24,3.2,Poor,66%,No,1873m,CHN2954,High,Moderate
Royapuram Zone-29,3.9,Moderate,93%,No,1054m,CHN2955,Low,Moderate
Sholinganallur Zone-86,3.4,Good,62%,No,1593m,CHN2956,High,Moderate
Ambattur Zone-59,4.0,Moderate,72%,Yes,866m,CHN2957,Medium,Moderate
Avadi Zone-92,3.1,Moderate,97%,Yes,984m,CHN2958,Medium,Unsafe
T Nagar Zone-36,4.8,Moderate,78%,Yes,745m,CHN2959,Low,Safe
Aminjikarai Zone-44,3.1,Poor,80%,Yes,1815m,CHN2960,Medium,Unsafe
Teynampet Zone-97,3.5,Poor,94%,Yes,1722m,CHN2961,High,Moderate
Thiruvottriyur Zone-50,4.4,Poor,97%,Yes,1176m,CHN2962,Medium,Safe
Velachery Zone-48,4.4,Moderate,71%,No,1610m,CHN2963,Low,Safe
Perungudi Zone-79,4.4,Moderate,67%,Yes,753m,CHN2964,High,Safe
Aminjikarai Zone-30,3.0,Moderate,88%,No,1483m,CHN2965,High,Unsafe
T Nagar Zone-61,3.7,Good,85%,No,892m,CHN2966,Medium,Moderate
Medavakkam Zone-17,4.6,Poor,80%,No,1135m,CHN2967,High,Safe
Sholinganallur Zone-86,2.8,Good,84%,Yes,435m,CHN2968,High,Unsafe
Royapettah Zone-5,2.6,Moderate,73%,No,1612m,CHN2969,Low,Unsafe
Kodambakkam Zone-66,2.7,Poor,96%,Yes,1006m,CHN2970,High,Unsafe
Pallikaranai Zone-55,4.4,Good,77%,No,311m,CHN2971,Low,Safe
Villivakkam Zone-1,3.0,Good,98%,Yes,317m,CHN2972,Low,Unsafe
Thousand Lights Zone-61,3.5,Poor,93%,No,1281m,CHN2973,High,Moderate
Washermanpet Zone-67,2.9,Poor,98%,Yes,1278m,CHN2974,High,Unsafe
Kotturpuram Zone-84,3.1,Poor,71%,Yes,913m,CHN2975,Medium,Unsafe
Perungudi Zone-99,3.1,Moderate,87%,No,1220m,CHN2976,High,Unsafe
Kodambakkam Zone-55,5.0,Moderate,89%,No,1525m,CHN2977,High,Safe
Thoraipakkam Zone-87,3.9,Poor,61%,No,1309m,CHN2978,High,Moderate
Adyar Zone-16,3.5,Moderate,87%,No,216m,CHN2979,Medium,Moderate
Guindy Zone-50,4.7,Moderate,71%,No,692m,CHN2980,High,Safe
Thiruvottriyur Zone-32,4.2,Poor,94%,No,510m,CHN2981,Medium,Safe
Poonamallee Zone-30,2.8,Good,66%,No,664m,CHN2982,Medium,Unsafe
Villivakkam Zone-36,4.1,Poor,81%,Yes,487m,CHN2983,Medium,Moderate
Kilpauk Zone-55,3.8,Poor,94%,Yes,1646m,CHN2984,Medium,Moderate
Villivakkam Zone-73,4.4,Poor,95%,Yes,778m,CHN2985,Low,Safe
Ambattur Zone-21,4.6,Moderate,97%,Yes,1169m,CHN2986,High,Safe
Washermanpet Zone-68,2.7,Poor,69%,No,273m,CHN2987,High,Unsafe
Velachery Zone-65,3.7,Poor,64%,Yes,427m,CHN2988,Low,Moderate
Sholinganallur Zone-18,4.9,Moderate,80%,No,1971m,CHN2989,Low,Safe
Poonamallee Zone-54,3.7,Poor,65%,Yes,905m,CHN2990,High,Moderate
Villivakkam Zone-67,4.9,Good,99%,No,1090m,CHN2991,Low,Safe
Villivakkam Zone-5,2.9,Poor,81%,No,522m,CHN2992,Medium,Unsafe
Aminjikarai Zone-37,4.3,Moderate,75%,Yes,382m,CHN2993,Low,Safe
Kodambakkam Zone-12,4.2,Good,70%,Yes,414m,CHN2994,Medium,Safe
Parrys Zone-88,3.7,Moderate,69%,Yes,548m,CHN2995,Medium,Moderate
Kottivakkam Zone-88,4.6,Poor,100%,Yes,1471m,CHN2996,Medium,Safe
Kottivakkam Zone-94,4.3,Good,99%,Yes,626m,CHN2997,High,Safe
Velachery West Zone-15,2.7,Good,94%,Yes,1114m,CHN2998,Low,Unsafe
Royapettah Zone-76,4.1,Moderate,100%,Yes,1289m,CHN2999,High,Moderate
Ambattur Zone-68,3.4,Poor,92%,Yes,1640m,CHN3000,High,Moderate
Sholinganallur Zone-89,3.5,Good,72%,Yes,1982m,CHN3001,Medium,Moderate
Pallavaram Zone-96,4.8,Good,64%,No,1940m,CHN3002,High,Safe
Parrys Zone-100,4.6,Good,61%,No,1592m,CHN3003,Medium,Safe
Thousand Lights Zone-30,4.3,Good,81%,No,827m,CHN3004,Low,Safe
Saidapet Zone-5,2.7,Good,76%,No,1363m,CHN3005,High,Unsafe
Avadi Zone-60,5.0,Moderate,63%,No,606m,CHN3006,Medium,Safe
Chromepet Zone-46,2.7,Good,93%,No,1530m,CHN3007,High,Unsafe
George Town Zone-25,2.9,Poor,72%,Yes,1341m,CHN3008,High,Unsafe
Thiruvottriyur Zone-55,4.9,Good,62%,No,482m,CHN3009,Medium,Safe
Velachery West Zone-77,3.5,Good,89%,Yes,295m,CHN3010,High,Moderate
Kodambakkam Zone-37,3.7,Poor,65%,No,842m,CHN3011,High,Moderate
Poonamallee Zone-15,4.3,Poor,77%,No,490m,CHN3012,High,Safe
Tambaram Zone-50,4.8,Good,92%,Yes,242m,CHN3013,High,Safe
Kodambakkam Zone-3,3.7,Moderate,73%,Yes,1271m,CHN3014,High,Moderate
Nungambakkam Zone-35,3.7,Good,74%,No,1785m,CHN3015,Low,Moderate
Vepery Zone-25,3.3,Moderate,62%,Yes,886m,CHN3016,Low,Moderate
Porur Zone-24,4.2,Poor,84%,Yes,1193m,CHN3017,Low,Safe
Saidapet Zone-30,3.4,Good,76%,No,1877m,CHN3018,Low,Moderate
Chromepet Zone-11,4.3,Good,95%,No,934m,CHN3019,Low,Safe
Adyar Zone-72,3.2,Good,93%,No,538m,CHN3020,Low,Moderate
Maduravoyal Zone-61,4.1,Moderate,63%,No,361m,CHN3021,Low,Moderate
Perungudi Zone-82,3.9,Moderate,95%,No,457m,CHN3022,Low,Moderate
Vepery Zone-3,4.5,Moderate,95%,Yes,1065m,CHN3023,Medium,Safe
Pallavaram Zone-12,2.6,Good,99%,No,618m,CHN3024,Medium,Unsafe
Avadi Zone-36,4.4,Good,75%,Yes,243m,CHN3025,Low,Safe
Nungambakkam Zone-58,2.7,Moderate,68%,Yes,773m,CHN3026,Low,Unsafe
Kodambakkam Zone-84,3.9,Moderate,60%,No,210m,CHN3027,Medium,Moderate
Sholinganallur Zone-36,4.2,Good,91%,Yes,483m,CHN3028,Low,Safe
Kodambakkam Zone-50,3.0,Poor,82%,No,361m,CHN3029,Medium,Unsafe
George Town Zone-14,4.0,Good,83%,No,543m,CHN3030,Medium,Moderate
Parrys Zone-72,2.7,Poor,67%,Yes,811m,CHN3031,Low,Unsafe
Poonamallee Zone-83,2.8,Moderate,70%,No,1691m,CHN3032,Low,Unsafe
Thoraipakkam Zone-26,3.7,Poor,79%,No,1208m,CHN3033,Medium,Moderate
Maduravoyal Zone-1,4.0,Moderate,61%,Yes,434m,CHN3034,Low,Moderate
Teynampet Zone-81,3.4,Moderate,77%,Yes,1084m,CHN3035,High,Moderate
Egmore Zone-22,4.3,Good,77%,Yes,1541m,CHN3036,High,Safe
Royapettah Zone-45,4.1,Moderate,87%,No,333m,CHN3037,High,Moderate
Thiruvanmiyur Zone-8,2.5,Poor,85%,No,749m,CHN3038,Medium,Unsafe
Manapakkam Zone-92,4.9,Good,91%,No,405m,CHN3039,Medium,Safe
Parrys Zone-79,3.7,Moderate,61%,No,1361m,CHN3040,Low,Moderate
Pallavaram Zone-57,4.3,Poor,91%,Yes,1757m,CHN3041,Medium,Safe
Alwarpet Zone-7,4.3,Good,92%,Yes,1166m,CHN3042,Low,Safe
Medavakkam Zone-52,3.4,Poor,64%,No,835m,CHN3043,Low,Moderate
Parrys Zone-24,4.0,Moderate,75%,No,221m,CHN3044,High,Moderate
Medavakkam Zone-25,4.0,Moderate,66%,No,1246m,CHN3045,Low,Moderate
Mylapore Zone-81,4.5,Poor,60%,Yes,1601m,CHN3046,Low,Safe
Ashok Nagar Zone-50,3.6,Moderate,89%,Yes,1768m,CHN3047,Low,Moderate
Kilpauk Zone-75,4.5,Good,89%,Yes,888m,CHN3048,High,Safe
Mogappair Zone-91,3.6,Poor,82%,No,1494m,CHN3049,Medium,Moderate
Perungudi Zone-23,4.6,Poor,92%,No,907m,CHN3050,High,Safe
Velachery Zone-73,4.4,Poor,61%,No,388m,CHN3051,Medium,Safe
Kodambakkam Zone-95,4.9,Good,91%,No,1501m,CHN3052,Medium,Safe
Thiruvottriyur Zone-27,4.6,Moderate,66%,No,474m,CHN3053,Low,Safe
Kodambakkam Zone-59,2.7,Moderate,95%,Yes,297m,CHN3054,Medium,Unsafe
Saidapet Zone-18,3.6,Poor,83%,Yes,1055m,CHN3055,High,Moderate
Nungambakkam Zone-96,4.2,Poor,65%,No,1303m,CHN3056,Low,Safe
T Nagar Zone-38,5.0,Good,74%,Yes,1854m,CHN3057,Low,Safe
Ashok Nagar Zone-86,4.7,Moderate,90%,No,1811m,CHN3058,Medium,Safe
Perungudi Zone-47,4.0,Good,60%,Yes,469m,CHN3059,Low,Moderate
Pallavaram Zone-71,4.4,Good,96%,No,595m,CHN3060,Low,Safe
Teynampet Zone-5,4.0,Poor,80%,Yes,1694m,CHN3061,Low,Moderate
Vepery Zone-82,4.4,Good,79%,No,1689m,CHN3062,High,Safe
Thiruvanmiyur Zone-100,2.7,Moderate,61%,No,926m,CHN3063,Medium,Unsafe
Maduravoyal Zone-41,5.0,Moderate,73%,No,1574m,CHN3064,Low,Safe
Guindy Zone-89,3.3,Poor,100%,Yes,1168m,CHN3065,Low,Moderate
Kilpauk Zone-35,4.2,Moderate,72%,No,1242m,CHN3066,Low,Safe
Avadi Zone-3,4.7,Poor,79%,No,1597m,CHN3067,High,Safe
Aminjikarai Zone-31,4.4,Poor,76%,Yes,1195m,CHN3068,Low,Safe
Kotturpuram Zone-87,4.7,Good,60%,Yes,1339m,CHN3069,Low,Safe
Parrys Zone-97,4.2,Moderate,84%,Yes,1442m,CHN3070,Medium,Safe
Perambur Zone-34,3.8,Poor,75%,No,1105m,CHN3071,Medium,Moderate
Vepery Zone-17,4.1,Good,83%,Yes,703m,CHN3072,Low,Moderate
Ashok Nagar Zone-96,4.0,Poor,87%,No,292m,CHN3073,Low,Moderate
Washermanpet Zone-65,2.5,Good,100%,Yes,1827m,CHN3074,Medium,Unsafe
Velachery Zone-32,3.7,Good,64%,No,1508m,CHN3075,Medium,Moderate
Vandalur Zone-8,3.3,Moderate,90%,Yes,310m,CHN3076,High,Moderate
Mylapore Zone-44,4.5,Poor,76%,No,759m,CHN3077,Low,Safe
Velachery Zone-53,3.2,Good,80%,No,1245m,CHN3078,Medium,Moderate
Parrys Zone-34,3.5,Good,67%,Yes,1271m,CHN3079,Medium,Moderate
Royapuram Zone-91,4.1,Moderate,87%,No,206m,CHN3080,Low,Moderate
Perambur Zone-59,3.2,Poor,83%,No,647m,CHN3081,High,Moderate
Washermanpet Zone-31,4.4,Poor,94%,No,967m,CHN3082,High,Safe
Alwarpet Zone-50,4.3,Good,77%,Yes,492m,CHN3083,Medium,Safe
Velachery Zone-59,4.8,Good,71%,No,245m,CHN3084,High,Safe
Manapakkam Zone-49,3.0,Good,97%,No,1489m,CHN3085,High,Unsafe
Guindy Zone-55,3.7,Poor,72%,Yes,1679m,CHN3086,Medium,Moderate
Thoraipakkam Zone-100,4.4,Good,72%,No,1513m,CHN3087,Low,Safe
Mogappair Zone-17,3.3,Poor,97%,No,1582m,CHN3088,Medium,Moderate
Sholinganallur Zone-55,4.4,Poor,94%,Yes,1482m,CHN3089,Medium,Safe
Guindy Zone-61,4.9,Good,93%,No,1781m,CHN3090,High,Safe
Thiruvottriyur Zone-87,4.4,Good,96%,Yes,689m,CHN3091,Medium,Safe
George Town Zone-11,2.8,Moderate,77%,Yes,943m,CHN3092,Low,Unsafe
Mylapore Zone-9,3.7,Good,92%,No,281m,CHN3093,Medium,Moderate
Medavakkam Zone-8,4.9,Poor,86%,Yes,1685m,CHN3094,Medium,Safe
Villivakkam Zone-29,4.9,Moderate,83%,Yes,1967m,CHN3095,Low,Safe
Alwarpet Zone-69,5.0,Poor,68%,No,240m,CHN3096,Medium,Safe
Kottivakkam Zone-39,4.2,Good,79%,Yes,1548m,CHN3097,Medium,Safe
Medavakkam Zone-59,3.8,Poor,98%,No,573m,CHN3098,Medium,Moderate
Vadapalani Zone-43,2.5,Moderate,75%,Yes,1236m,CHN3099,Low,Unsafe
Guindy Zone-22,2.8,Good,96%,Yes,1345m,CHN3100,Medium,Unsafe
Medavakkam Zone-77,3.8,Moderate,96%,No,1050m,CHN3101,High,Moderate
Alwarpet Zone-11,4.2,Moderate,90%,Yes,1327m,CHN3102,High,Safe
Anna Nagar Zone-83,3.0,Poor,72%,Yes,1327m,CHN3103,Low,Unsafe
Pallavaram Zone-19,5.0,Moderate,82%,No,1593m,CHN3104,Low,Safe
Alwarpet Zone-86,3.4,Poor,66%,No,1879m,CHN3105,Low,Moderate
Vadapalani Zone-98,4.2,Good,64%,Yes,877m,CHN3106,Low,Safe
Adyar Zone-59,4.7,Poor,75%,No,1573m,CHN3107,Low,Safe
George Town Zone-49,2.6,Poor,75%,No,1470m,CHN3108,High,Unsafe
Mylapore Zone-13,2.8,Poor,84%,Yes,312m,CHN3109,Medium,Unsafe
Washermanpet Zone-22,4.4,Moderate,95%,No,887m,CHN3110,Medium,Safe
Thiruvottriyur Zone-81,3.6,Moderate,88%,Yes,1229m,CHN3111,Medium,Moderate
Egmore Zone-30,3.8,Good,72%,Yes,317m,CHN3112,Medium,Moderate
Ashok Nagar Zone-44,3.0,Moderate,64%,Yes,260m,CHN3113,Medium,Unsafe
Poonamallee Zone-4,3.5,Good,97%,Yes,408m,CHN3114,Low,Moderate
Velachery Zone-43,2.7,Poor,87%,No,897m,CHN3115,Medium,Unsafe
Kotturpuram Zone-24,4.8,Good,71%,Yes,229m,CHN3116,Medium,Safe
Chromepet Zone-60,2.7,Good,72%,Yes,1899m,CHN3117,Medium,Unsafe
Perambur Zone-17,3.8,Poor,89%,No,922m,CHN3118,High,Moderate
Velachery East Zone-13,2.7,Poor,71%,Yes,1721m,CHN3119,Medium,Unsafe
Vandalur Zone-96,4.2,Poor,62%,Yes,765m,CHN3120,Low,Safe
Thirumullaivoyal Zone-68,4.6,Poor,66%,Yes,1857m,CHN3121,Low,Safe
Porur Zone-17,4.9,Moderate,88%,Yes,1551m,CHN3122,Low,Safe
Guindy Zone-28,3.8,Good,90%,Yes,1418m,CHN3123,High,Moderate
T Nagar Zone-26,4.5,Good,69%,No,477m,CHN3124,High,Safe
